9,47,4,5,38,5,6,201,183,7,3,4,27,5,144,20,7,10,5,214,7,1211,3,3,37,3,35,3,3,
10,48,5,6,45,10,7,202,184,8,4,5,6,145,21,8,11,6,215,8,1276,4,4,38,4,36,4,4,
11,49,6,7,47,13,8,193,15,5,6,7,146,22,9,12,7,218,9,1341,5,5,39,5,37,5,5,
12,50,7,48,15,9,208,16,6,7,8,147,10,13,8,219,10,1406,6,6,40,6,38,6,6,
13,51,8,49,17,10,209,17,7,8,9,148,14,222,11,1471,58,7,41,7,39,7,7,
14,52,9,52,81,216,18,8,9,10,149,15,223,12,1536,59,8,42,8,40,8,8,
5284,80,84,240,1601,88,43,88,578,88,88,
