7,267,5,81,81,81,81,6,7,8,4,7,68,215,4,4,417,515,589,511,353,5,5,4,4,5,412,3,497,415,3,379,379,5,540,4,391,379,5,369,409,538,4,384,347,379,412,379,3,4,
8,268,6,82,82,82,82,7,8,9,5,8,69,216,5,5,418,516,590,512,354,6,6,5,5,6,413,4,537,417,4,380,380,8,541,5,392,380,6,370,410,539,5,417,353,412,414,380,4,5,
9,269,7,83,83,83,83,8,9,10,6,9,70,217,6,6,419,517,629,513,355,7,7,6,6,8,415,5,538,418,5,413,381,9,543,6,398,413,7,371,411,580,6,418,354,413,415,381,5,6,
12,270,8,84,84,84,84,9,10,11,7,10,71,220,7,7,420,518,630,514,395,8,8,7,7,9,416,6,540,454,6,414,382,10,544,7,399,414,8,372,412,581,7,419,355,414,466,382,6,7,
16,271,9,85,85,85,85,10,11,12,8,11,72,229,8,8,421,521,631,516,396,9,9,8,8,10,461,7,541,455,7,415,383,12,585,8,400,415,9,373,413,587,8,420,391,415,467,383,7,8,
17,272,10,86,86,86,86,11,12,13,9,12,73,230,9,9,422,522,634,517,397,10,10,9,9,18,462,8,581,495,8,416,426,13,586,9,428,416,10,416,414,588,9,422,397,417,483,384,8,9,
78,58,87,87,87,87,80,296,85,423,561,635,557,399,83,547,77,463,582,497,428,418,427,419,592,395,430,418,417,415,627,423,398,418,523,427,411,
