19,212,14,10,10,10,10,220,10,23,49,41,837,41,41,14,14,11,12,13,14,21,24,19,41,14,41,10,19,45,37,14,13,14,26,14,29,26,31,14,28,31,14,11,4,18,19,
20,213,15,11,11,11,11,221,11,24,50,42,838,42,42,15,15,12,13,14,15,22,25,20,42,15,42,11,20,46,38,15,14,15,27,15,30,27,32,15,29,15,12,5,19,20,
21,214,16,12,12,12,12,222,12,25,51,43,839,43,43,16,16,13,14,15,16,23,26,21,43,16,43,20,21,47,39,16,15,16,28,16,31,28,33,16,30,16,13,6,20,21,
22,215,17,13,13,13,13,223,13,26,52,44,840,44,44,17,17,14,15,16,17,27,22,64,17,64,21,22,68,40,17,36,17,29,17,32,29,34,17,31,17,14,7,21,22,
23,216,18,14,14,14,14,224,14,27,53,45,841,45,45,18,18,15,16,17,18,28,23,65,18,65,22,23,69,41,18,37,18,30,18,33,30,35,18,32,18,15,8,22,23,
24,217,19,15,15,15,15,225,15,28,54,46,842,46,46,19,19,16,17,18,19,29,24,66,19,66,45,24,70,42,19,38,19,31,19,34,31,36,19,33,19,16,9,24,
350,276,221,468,328,494,421,214,1867739,72136,7780,13650,101379,8589,23619,36144,13611,37831,23644,141535,
