4,210,48,237,238,237,27,7,18,226,222,6,10,8486,239,26,44,15,47,47,9,21,36,23,23,25,4,18,38,38,16,33,15,13,172,40,72,9,27,149,60,96,44,125,21,42,6,13,75,20,166,383,9,149,96,19,42,6,75,20,165,40,24,72,4,149,60,96,40,19,18,42,78,20,165,72,96,19,42,78,96,42,78,72,42,78,
5,211,49,238,239,238,28,8,19,227,223,7,11,8487,240,27,69,16,72,72,10,22,37,24,24,26,5,19,39,39,17,34,16,14,173,41,73,10,28,150,61,97,69,126,22,43,7,14,76,21,167,384,10,150,97,20,43,7,76,21,166,41,25,73,5,150,61,97,65,20,19,43,79,21,166,73,97,20,43,79,97,43,79,97,43,79,
6,212,50,239,240,239,29,9,20,228,224,8,12,8488,241,49,70,17,73,73,11,23,38,25,25,27,6,20,40,40,18,35,46,15,174,42,74,11,29,151,62,98,70,127,23,44,8,15,77,22,168,385,11,151,98,126,44,8,77,22,167,42,26,74,6,151,62,98,66,126,20,44,80,22,167,74,98,126,44,80,98,44,80,98,44,80,
7,213,51,240,241,240,30,10,21,229,225,9,13,8489,242,18,5941,12,24,55,26,26,28,7,21,41,41,30,36,47,46,175,43,75,12,30,152,63,6419,128,24,45,9,16,78,23,169,386,12,152,12007,127,45,9,78,23,168,43,43,75,7,152,63,13781,6643,127,21,45,81,23,168,75,14446,127,45,81,13181,45,81,14077,45,81,
8,214,52,241,242,241,31,11,22,230,226,10,14,8490,243,19,5942,13,25,56,27,27,29,8,22,42,42,31,47,58,57,176,44,76,13,31,153,64,6420,129,25,46,10,17,89,24,170,387,13,153,12008,128,46,10,89,24,169,44,44,76,8,153,64,13782,6644,128,22,46,92,24,169,76,14447,128,46,92,13182,46,92,14078,46,92,
9,215,53,242,243,242,32,12,23,231,227,11,15,8491,244,11626,14,26,57,28,28,30,9,23,43,43,32,48,59,58,177,45,77,14,32,154,65,12206,130,26,47,11,18,90,25,171,388,14,154,12009,129,47,11,90,25,170,45,45,77,9,154,65,13783,6645,129,23,47,93,25,170,77,14448,129,47,93,13183,47,93,14079,47,93,
178,216,250,243,244,243,183,194,235,232,228,163,41416,319,165,210,241,235,235,204,223,1018,2499,194,64,69,67,186,186,175,62,535,302,173525,296,157,247,225,279,256,49,172,603,142,302,169768,276,148,231,256,53,171,209,159,283,230,302,68121,276,211,247,230,51,171,122,287,246,230,395038,246,259,401688,246,259,
